Zone,Country,ISO3,Year, Population , PCDEA , MDI , PIMII ,Fortification
Latin America,Brazil,BRA,1983," 130,456,000 "," 2,600 ", 0.86 , 20.50 ,0
Latin America,Brazil,BRA,1984," 133,364,000 "," 2,597 ", 0.85 , 22.02 ,0
Latin America,Brazil,BRA,1985," 136,223,000 "," 2,632 ", 0.87 , 18.68 ,0
Latin America,Brazil,BRA,1986," 139,023,000 "," 2,685 ", 0.86 , 18.84 ,0
Latin America,Brazil,BRA,1987," 141,768,000 "," 2,690 ", 0.86 , 18.63 ,0
Latin America,Brazil,BRA,1988," 144,453,000 "," 2,687 ", 0.86 , 19.40 ,0
Latin America,Brazil,BRA,1989," 147,079,000 "," 2,731 ", 0.87 , 16.24 ,0
Latin America,Brazil,BRA,1990," 149,648,000 "," 2,717 ", 0.87 , 17.54 ,0
Latin America,Brazil,BRA,1991," 152,154,000 "," 2,778 ", 0.88 , 14.37 ,0
Latin America,Brazil,BRA,1992," 154,598,000 "," 2,771 ", 0.88 , 15.00 ,0
Latin America,Brazil,BRA,1993," 157,011,000 "," 2,773 ", 0.88 , 15.68 ,0
Latin America,Brazil,BRA,1994," 159,433,000 "," 2,817 ", 0.89 , 14.05 ,0
Latin America,Brazil,BRA,1995," 161,891,000 "," 2,808 ", 0.91 , 11.74 ,0
Latin America,Brazil,BRA,1996," 164,392,000 "," 2,840 ", 0.92 , 10.06 ,0
Latin America,Brazil,BRA,1997," 166,925,000 "," 2,848 ", 0.91 , 10.89 ,0
Latin America,Brazil,BRA,1998," 169,472,000 "," 2,853 ", 0.92 , 10.01 ,0
Latin America,Brazil,BRA,1999," 172,006,000 "," 2,863 ", 0.92 , 10.22 ,0
Latin America,Brazil,BRA,2000," 174,505,000 "," 2,882 ", 0.92 , 10.62 ,0
Latin America,Brazil,BRA,2001," 176,968,000 "," 2,891 ", 0.91 , 12.37 ,0
Latin America,Brazil,BRA,2002," 179,394,000 "," 2,929 ", 0.91 , 10.25 ,0
Latin America,Brazil,BRA,2003," 181,753,000 "," 3,067 ", 0.90 , 9.88 ,0
Latin America,Brazil,BRA,2004," 184,010,000 "," 3,088 ", 0.90 , 10.08 ,0
Latin America,Brazil,BRA,2005," 186,142,000 "," 3,078 ", 0.91 , 9.06 ,0
Latin America,Brazil,BRA,2006," 188,134,000 "," 3,096 ", 0.90 , 9.37 ,0
Latin America,Brazil,BRA,2007," 189,997,000 "," 3,101 ", 0.90 , 9.50 ,0
Latin America,Brazil,BRA,2008," 191,766,000 "," 3,176 ", 0.91 , 8.41 ,0
Latin America,Brazil,BRA,2009," 193,491,000 "," 3,167 ", 0.92 , 7.49 ,0
Latin America,Brazil,BRA,2010," 195,210,000 "," 3,226 ", 0.93 , 6.56 ,0
Latin America,Brazil,BRA,2011," 196,935,000 "," 3,283 ", 0.93 , 5.63 ,0
Latin America,Brazil,BRA,2011," 196,935,000 "," 3,283 ", 0.94 , 4.81 ,1
Latin America,Barbados,BRB,1961," 232,000 "," 2,511 ", 0.93 , 11.68 ,0
Latin America,Barbados,BRB,1962," 233,000 "," 2,570 ", 0.94 , 10.18 ,0
Latin America,Barbados,BRB,1963," 234,000 "," 2,644 ", 0.94 , 9.65 ,0
Latin America,Barbados,BRB,1964," 234,000 "," 2,611 ", 0.94 , 10.00 ,0
Latin America,Barbados,BRB,1965," 235,000 "," 2,592 ", 0.94 , 10.82 ,0
Latin America,Barbados,BRB,1966," 236,000 "," 2,608 ", 0.93 , 10.53 ,0
Latin America,Barbados,BRB,1967," 236,000 "," 2,805 ", 0.92 , 8.86 ,0
Latin America,Barbados,BRB,1968," 237,000 "," 2,707 ", 0.94 , 8.83 ,0
Latin America,Barbados,BRB,1969," 238,000 "," 2,700 ", 0.94 , 9.92 ,0
Latin America,Barbados,BRB,1970," 239,000 "," 2,814 ", 0.96 , 6.75 ,0
Latin America,Barbados,BRB,1971," 240,000 "," 3,015 ", 0.97 , 4.69 ,0
Latin America,Barbados,BRB,1972," 241,000 "," 2,904 ", 0.97 , 6.51 ,0
Latin America,Barbados,BRB,1973," 243,000 "," 2,966 ", 0.95 , 6.97 ,0
Latin America,Barbados,BRB,1974," 244,000 "," 2,857 ", 0.93 , 10.28 ,0
Latin America,Barbados,BRB,1975," 246,000 "," 2,795 ", 0.91 , 13.25 ,0
Latin America,Barbados,BRB,1976," 247,000 "," 2,847 ", 0.91 , 13.40 ,0
Latin America,Barbados,BRB,1977," 247,000 "," 2,865 ", 0.92 , 11.45 ,0
Latin America,Barbados,BRB,1978," 248,000 "," 2,970 ", 0.94 , 8.55 ,0
Latin America,Barbados,BRB,1979," 248,000 "," 2,866 ", 0.93 , 10.20 ,0
Latin America,Barbados,BRB,1980," 249,000 "," 3,037 ", 0.95 , 6.63 ,0
Latin America,Barbados,BRB,1981," 250,000 "," 3,027 ", 0.93 , 8.90 ,0
Latin America,Barbados,BRB,1982," 251,000 "," 2,923 ", 0.95 , 8.98 ,0
Latin America,Barbados,BRB,1983," 252,000 "," 2,968 ", 0.95 , 8.51 ,0
Latin America,Barbados,BRB,1984," 253,000 "," 2,915 ", 0.93 , 9.48 ,0
Latin America,Barbados,BRB,1985," 254,000 "," 2,905 ", 0.93 , 9.94 ,0
Latin America,Barbados,BRB,1986," 255,000 "," 3,049 ", 0.93 , 8.30 ,0
Latin America,Barbados,BRB,1987," 257,000 "," 3,090 ", 0.95 , 5.94 ,0
Latin America,Barbados,BRB,1988," 257,000 "," 3,059 ", 0.94 , 6.82 ,0
Latin America,Barbados,BRB,1989," 258,000 "," 3,112 ", 0.94 , 7.52 ,0
Latin America,Barbados,BRB,1990," 259,000 "," 3,083 ", 0.94 , 8.19 ,0
Latin America,Barbados,BRB,1991," 260,000 "," 2,985 ", 0.95 , 6.55 ,0
Latin America,Barbados,BRB,1992," 261,000 "," 2,966 ", 0.92 , 11.09 ,0
Latin America,Barbados,BRB,1993," 262,000 "," 2,884 ", 0.93 , 10.69 ,0
Latin America,Barbados,BRB,1994," 262,000 "," 2,877 ", 0.94 , 9.83 ,0
Latin America,Barbados,BRB,1995," 263,000 "," 2,838 ", 0.96 , 7.55 ,0
Latin America,Barbados,BRB,1996," 264,000 "," 2,886 ", 0.95 , 7.89 ,0
Latin America,Barbados,BRB,1997," 265,000 "," 2,957 ", 0.95 , 7.19 ,0
Latin America,Barbados,BRB,1998," 265,000 "," 2,805 ", 0.95 , 9.52 ,0
Latin America,Barbados,BRB,1999," 266,000 "," 2,922 ", 0.95 , 6.91 ,0
Latin America,Barbados,BRB,2000," 267,000 "," 2,818 ", 0.95 , 9.38 ,0
Latin America,Barbados,BRB,2001," 268,000 "," 2,833 ", 0.96 , 6.74 ,0
Latin America,Barbados,BRB,2002," 270,000 "," 2,798 ", 0.96 , 6.76 ,0
Latin America,Barbados,BRB,2003," 271,000 "," 2,850 ", 0.96 , 5.53 ,0
Latin America,Barbados,BRB,2004," 272,000 "," 2,691 ", 0.96 , 8.28 ,0
Latin America,Barbados,BRB,2005," 274,000 "," 2,786 ", 0.98 , 5.12 ,0
Latin America,Barbados,BRB,2006," 275,000 "," 2,784 ", 0.97 , 5.35 ,0
Latin America,Barbados,BRB,2007," 276,000 "," 2,841 ", 0.98 , 4.82 ,0
Latin America,Barbados,BRB,2008," 278,000 "," 2,910 ", 0.96 , 5.56 ,0
Latin America,Barbados,BRB,2009," 279,000 "," 2,996 ", 0.96 , 5.29 ,0
Latin America,Barbados,BRB,2010," 280,000 "," 3,011 ", 0.96 , 4.74 ,0
Latin America,Barbados,BRB,2011," 282,000 "," 2,998 ", 0.96 , 5.13 ,0
Latin America,Barbados,BRB,2011," 282,000 "," 2,998 ", 0.96 , 4.95 ,1
Southeast Asia,Brunei,BRN,1961," 86,000 "," 1,929 ", 0.78 , 51.40 ,0
Southeast Asia,Brunei,BRN,1962," 90,000 "," 1,967 ", 0.79 , 49.46 ,0
Southeast Asia,Brunei,BRN,1963," 94,000 "," 1,991 ", 0.81 , 44.33 ,0
Southeast Asia,Brunei,BRN,1964," 98,000 "," 1,995 ", 0.84 , 42.07 ,0
Southeast Asia,Brunei,BRN,1965," 103,000 "," 2,024 ", 0.80 , 45.43 ,0
Southeast Asia,Brunei,BRN,1966," 107,000 "," 2,216 ", 0.87 , 28.03 ,0
Southeast Asia,Brunei,BRN,1967," 113,000 "," 2,285 ", 0.84 , 30.84 ,0
Southeast Asia,Brunei,BRN,1968," 118,000 "," 2,150 ", 0.86 , 33.76 ,0
Southeast Asia,Brunei,BRN,1969," 124,000 "," 2,249 ", 0.86 , 29.74 ,0
Southeast Asia,Brunei,BRN,1970," 130,000 "," 2,134 ", 0.89 , 29.43 ,0
Southeast Asia,Brunei,BRN,1971," 136,000 "," 2,277 ", 0.88 , 26.08 ,0
Southeast Asia,Brunei,BRN,1972," 142,000 "," 2,185 ", 0.89 , 27.82 ,0
Southeast Asia,Brunei,BRN,1973," 148,000 "," 2,060 ", 0.89 , 32.63 ,0
Southeast Asia,Brunei,BRN,1974," 154,000 "," 2,083 ", 0.89 , 31.20 ,0
Southeast Asia,Brunei,BRN,1975," 161,000 "," 2,093 ", 0.89 , 31.03 ,0
Southeast Asia,Brunei,BRN,1976," 167,000 "," 2,124 ", 0.92 , 24.19 ,0
Southeast Asia,Brunei,BRN,1977," 174,000 "," 2,108 ", 0.93 , 22.69 ,0
Southeast Asia,Brunei,BRN,1978," 180,000 "," 2,356 ", 0.94 , 15.44 ,0
Southeast Asia,Brunei,BRN,1979," 187,000 "," 2,354 ", 0.94 , 14.18 ,0
Southeast Asia,Brunei,BRN,1980," 193,000 "," 2,558 ", 0.93 , 12.28 ,0
Southeast Asia,Brunei,BRN,1981," 199,000 "," 2,450 ", 0.96 , 9.64 ,0
Southeast Asia,Brunei,BRN,1982," 205,000 "," 2,521 ", 0.95 , 10.24 ,0
Southeast Asia,Brunei,BRN,1983," 211,000 "," 2,633 ", 0.93 , 10.71 ,0
Southeast Asia,Brunei,BRN,1984," 217,000 "," 2,728 ", 0.91 , 12.47 ,0
Southeast Asia,Brunei,BRN,1985," 223,000 "," 2,906 ", 0.92 , 9.11 ,0
Southeast Asia,Brunei,BRN,1986," 229,000 "," 2,717 ", 0.93 , 10.18 ,0
Southeast Asia,Brunei,BRN,1987," 236,000 "," 2,666 ", 0.93 , 10.83 ,0
Southeast Asia,Brunei,BRN,1988," 243,000 "," 2,815 ", 0.95 , 6.91 ,0
Southeast Asia,Brunei,BRN,1989," 250,000 "," 2,882 ", 0.92 , 9.41 ,0
Southeast Asia,Brunei,BRN,1990," 257,000 "," 2,808 ", 0.93 , 9.25 ,0
Southeast Asia,Brunei,BRN,1991," 264,000 "," 2,703 ", 0.94 , 9.22 ,0
Southeast Asia,Brunei,BRN,1992," 272,000 "," 2,830 ", 0.92 , 10.56 ,0
Southeast Asia,Brunei,BRN,1993," 280,000 "," 2,798 ", 0.92 , 10.78 ,0
Southeast Asia,Brunei,BRN,1994," 287,000 "," 2,890 ", 0.94 , 7.33 ,0
Southeast Asia,Brunei,BRN,1995," 295,000 "," 2,838 ", 0.93 , 9.17 ,0
Southeast Asia,Brunei,BRN,1996," 303,000 "," 2,910 ", 0.94 , 7.01 ,0
Southeast Asia,Brunei,BRN,1997," 310,000 "," 2,796 ", 0.93 , 9.70 ,0
Southeast Asia,Brunei,BRN,1998," 317,000 "," 2,823 ", 0.93 , 8.97 ,0
Southeast Asia,Brunei,BRN,1999," 325,000 "," 2,790 ", 0.92 , 11.45 ,0
Southeast Asia,Brunei,BRN,2000," 332,000 "," 2,782 ", 0.93 , 10.27 ,0
Southeast Asia,Brunei,BRN,2001," 339,000 "," 2,850 ", 0.93 , 9.78 ,0
Southeast Asia,Brunei,BRN,2002," 346,000 "," 2,880 ", 0.94 , 8.06 ,0
Southeast Asia,Brunei,BRN,2003," 354,000 "," 2,940 ", 0.93 , 8.18 ,0
Southeast Asia,Brunei,BRN,2004," 361,000 "," 2,986 ", 0.93 , 7.59 ,0
Southeast Asia,Brunei,BRN,2005," 368,000 "," 2,958 ", 0.93 , 7.82 ,0
Southeast Asia,Brunei,BRN,2006," 375,000 "," 2,949 ", 0.90 , 13.08 ,0
Southeast Asia,Brunei,BRN,2007," 381,000 "," 2,883 ", 0.90 , 14.02 ,0
Southeast Asia,Brunei,BRN,2008," 388,000 "," 2,866 ", 0.92 , 11.28 ,0
Southeast Asia,Brunei,BRN,2009," 394,000 "," 2,852 ", 0.92 , 12.78 ,0
Southeast Asia,Brunei,BRN,2010," 401,000 "," 2,852 ", 0.91 , 14.35 ,0
Southeast Asia,Brunei,BRN,2011," 407,000 "," 2,916 ", 0.90 , 14.32 ,1
Southeast Asia,Brunei,BRN,2011," 407,000 "," 2,916 ", 0.90 , 14.32 ,0
Subsaharan Africa,Botswana,BWA,1961," 537,000 "," 1,976 ", 0.86 , 30.64 ,0
Subsaharan Africa,Botswana,BWA,1962," 550,000 "," 1,911 ", 0.86 , 32.67 ,0
Subsaharan Africa,Botswana,BWA,1963," 564,000 "," 1,973 ", 0.88 , 28.66 ,0
Subsaharan Africa,Botswana,BWA,1964," 580,000 "," 1,999 ", 0.88 , 28.04 ,0
Subsaharan Africa,Botswana,BWA,1965," 596,000 "," 2,008 ", 0.89 , 25.77 ,0
Subsaharan Africa,Botswana,BWA,1966," 613,000 "," 1,946 ", 0.88 , 30.39 ,0
Subsaharan Africa,Botswana,BWA,1967," 631,000 "," 2,011 ", 0.86 , 30.49 ,0
Subsaharan Africa,Botswana,BWA,1968," 651,000 "," 2,052 ", 0.85 , 30.96 ,0
Subsaharan Africa,Botswana,BWA,1969," 671,000 "," 2,013 ", 0.86 , 30.40 ,0
Subsaharan Africa,Botswana,BWA,1970," 693,000 "," 2,036 ", 0.88 , 26.68 ,0
Subsaharan Africa,Botswana,BWA,1971," 716,000 "," 2,122 ", 0.87 , 25.81 ,0
Subsaharan Africa,Botswana,BWA,1972," 740,000 "," 2,134 ", 0.87 , 26.09 ,0
Subsaharan Africa,Botswana,BWA,1973," 766,000 "," 1,992 ", 0.86 , 30.60 ,0
Subsaharan Africa,Botswana,BWA,1974," 793,000 "," 1,870 ", 0.86 , 36.02 ,0
Subsaharan Africa,Botswana,BWA,1975," 823,000 "," 1,949 ", 0.86 , 33.02 ,0
Subsaharan Africa,Botswana,BWA,1976," 855,000 "," 1,930 ", 0.87 , 33.03 ,0
Subsaharan Africa,Botswana,BWA,1977," 889,000 "," 1,992 ", 0.86 , 31.95 ,0
Subsaharan Africa,Botswana,BWA,1978," 924,000 "," 1,870 ", 0.86 , 36.18 ,0
Subsaharan Africa,Botswana,BWA,1979," 961,000 "," 2,016 ", 0.89 , 27.18 ,0
Subsaharan Africa,Botswana,BWA,1980," 998,000 "," 1,969 ", 0.87 , 32.54 ,0
Subsaharan Africa,Botswana,BWA,1981," 1,034,000 "," 1,981 ", 0.86 , 34.37 ,0
Subsaharan Africa,Botswana,BWA,1982," 1,071,000 "," 2,012 ", 0.85 , 34.75 ,0
Subsaharan Africa,Botswana,BWA,1983," 1,108,000 "," 2,086 ", 0.83 , 37.20 ,0
Subsaharan Africa,Botswana,BWA,1984," 1,146,000 "," 2,205 ", 0.87 , 25.23 ,0
Subsaharan Africa,Botswana,BWA,1985," 1,185,000 "," 2,164 ", 0.87 , 27.46 ,0
Subsaharan Africa,Botswana,BWA,1986," 1,224,000 "," 2,170 ", 0.83 , 33.44 ,0
Subsaharan Africa,Botswana,BWA,1987," 1,263,000 "," 2,180 ", 0.82 , 34.38 ,0
Subsaharan Africa,Botswana,BWA,1988," 1,303,000 "," 2,201 ", 0.84 , 31.21 ,0
Subsaharan Africa,Botswana,BWA,1989," 1,343,000 "," 2,110 ", 0.88 , 28.52 ,0
Subsaharan Africa,Botswana,BWA,1990," 1,384,000 "," 2,214 ", 0.88 , 24.51 ,0
Subsaharan Africa,Botswana,BWA,1991," 1,425,000 "," 2,218 ", 0.92 , 20.16 ,0
Subsaharan Africa,Botswana,BWA,1992," 1,465,000 "," 2,195 ", 0.92 , 19.79 ,0
Subsaharan Africa,Botswana,BWA,1993," 1,505,000 "," 2,061 ", 0.92 , 22.71 ,0
Subsaharan Africa,Botswana,BWA,1994," 1,545,000 "," 2,181 ", 0.89 , 24.58 ,0
Subsaharan Africa,Botswana,BWA,1995," 1,583,000 "," 2,182 ", 0.87 , 27.71 ,0
Subsaharan Africa,Botswana,BWA,1996," 1,621,000 "," 2,211 ", 0.88 , 26.75 ,0
Subsaharan Africa,Botswana,BWA,1997," 1,657,000 "," 2,161 ", 0.87 , 29.41 ,0
Subsaharan Africa,Botswana,BWA,1998," 1,692,000 "," 2,076 ", 0.88 , 32.44 ,0
Subsaharan Africa,Botswana,BWA,1999," 1,725,000 "," 2,111 ", 0.89 , 28.85 ,0
Subsaharan Africa,Botswana,BWA,2000," 1,755,000 "," 2,079 ", 0.93 , 23.03 ,0
Subsaharan Africa,Botswana,BWA,2001," 1,783,000 "," 2,151 ", 0.91 , 24.75 ,0
Subsaharan Africa,Botswana,BWA,2002," 1,809,000 "," 2,089 ", 0.92 , 23.52 ,0
Subsaharan Africa,Botswana,BWA,2003," 1,833,000 "," 2,104 ", 0.88 , 31.66 ,0
Subsaharan Africa,Botswana,BWA,2004," 1,855,000 "," 2,190 ", 0.86 , 33.93 ,0
Subsaharan Africa,Botswana,BWA,2005," 1,876,000 "," 2,197 ", 0.83 , 38.39 ,0
Subsaharan Africa,Botswana,BWA,2006," 1,896,000 "," 2,147 ", 0.83 , 40.57 ,0
Subsaharan Africa,Botswana,BWA,2007," 1,915,000 "," 2,154 ", 0.84 , 38.55 ,0
Subsaharan Africa,Botswana,BWA,2008," 1,934,000 "," 2,172 ", 0.86 , 34.40 ,0
Subsaharan Africa,Botswana,BWA,2009," 1,952,000 "," 2,168 ", 0.86 , 35.61 ,0
Subsaharan Africa,Botswana,BWA,2010," 1,969,000 "," 2,219 ", 0.87 , 31.20 ,0
Subsaharan Africa,Botswana,BWA,2011," 1,987,000 "," 2,263 ", 0.88 , 29.47 ,0
Subsaharan Africa,Botswana,BWA,2011," 1,987,000 "," 2,263 ", 0.88 , 29.47 ,1
Subsaharan Africa,Central African Republic,CAF,1961," 1,529,000 "," 2,255 ", 0.77 , 39.67 ,0
Subsaharan Africa,Central African Republic,CAF,1962," 1,557,000 "," 2,213 ", 0.79 , 37.74 ,0
Subsaharan Africa,Central African Republic,CAF,1963," 1,586,000 "," 2,146 ", 0.79 , 38.43 ,0
Subsaharan Africa,Central African Republic,CAF,1964," 1,617,000 "," 2,111 ", 0.80 , 38.69 ,0
Subsaharan Africa,Central African Republic,CAF,1965," 1,649,000 "," 2,290 ", 0.78 , 36.15 ,0
Subsaharan Africa,Central African Republic,CAF,1966," 1,683,000 "," 2,077 ", 0.79 , 41.15 ,0
Subsaharan Africa,Central African Republic,CAF,1967," 1,719,000 "," 2,210 ", 0.79 , 38.02 ,0
Subsaharan Africa,Central African Republic,CAF,1968," 1,755,000 "," 2,209 ", 0.78 , 38.53 ,0
Subsaharan Africa,Central African Republic,CAF,1969," 1,792,000 "," 2,252 ", 0.79 , 36.57 ,0
Subsaharan Africa,Central African Republic,CAF,1970," 1,829,000 "," 2,322 ", 0.79 , 34.96 ,0
Subsaharan Africa,Central African Republic,CAF,1971," 1,865,000 "," 2,329 ", 0.78 , 35.10 ,0
Subsaharan Africa,Central African Republic,CAF,1972," 1,901,000 "," 2,337 ", 0.79 , 34.76 ,0
Subsaharan Africa,Central African Republic,CAF,1973," 1,937,000 "," 2,405 ", 0.79 , 32.42 ,0
Subsaharan Africa,Central African Republic,CAF,1974," 1,976,000 "," 2,511 ", 0.77 , 32.65 ,0
Subsaharan Africa,Central African Republic,CAF,1975," 2,017,000 "," 2,346 ", 0.80 , 32.84 ,0
Subsaharan Africa,Central African Republic,CAF,1976," 2,062,000 "," 2,365 ", 0.80 , 32.17 ,0
Subsaharan Africa,Central African Republic,CAF,1977," 2,109,000 "," 2,370 ", 0.79 , 33.04 ,0
Subsaharan Africa,Central African Republic,CAF,1978," 2,159,000 "," 2,326 ", 0.79 , 34.11 ,0
Subsaharan Africa,Central African Republic,CAF,1979," 2,214,000 "," 2,340 ", 0.79 , 33.80 ,0
Subsaharan Africa,Central African Republic,CAF,1980," 2,274,000 "," 2,289 ", 0.80 , 34.27 ,0
Subsaharan Africa,Central African Republic,CAF,1981," 2,340,000 "," 2,297 ", 0.81 , 33.42 ,0
Subsaharan Africa,Central African Republic,CAF,1982," 2,411,000 "," 2,214 ", 0.82 , 34.76 ,0
Subsaharan Africa,Central African Republic,CAF,1983," 2,484,000 "," 2,083 ", 0.85 , 35.27 ,0
Subsaharan Africa,Central African Republic,CAF,1984," 2,556,000 "," 1,898 ", 0.86 , 39.67 ,0
Subsaharan Africa,Central African Republic,CAF,1985," 2,623,000 "," 1,812 ", 0.88 , 40.23 ,0
Subsaharan Africa,Central African Republic,CAF,1986," 2,684,000 "," 1,880 ", 0.88 , 36.21 ,0
Subsaharan Africa,Central African Republic,CAF,1987," 2,741,000 "," 1,843 ", 0.88 , 38.63 ,0
Subsaharan Africa,Central African Republic,CAF,1988," 2,795,000 "," 1,839 ", 0.88 , 38.41 ,0
Subsaharan Africa,Central African Republic,CAF,1989," 2,852,000 "," 1,864 ", 0.88 , 37.26 ,0
Subsaharan Africa,Central African Republic,CAF,1990," 2,913,000 "," 1,876 ", 0.89 , 34.96 ,0
Subsaharan Africa,Central African Republic,CAF,1991," 2,980,000 "," 1,888 ", 0.90 , 33.78 ,0
Subsaharan Africa,Central African Republic,CAF,1992," 3,051,000 "," 1,876 ", 0.90 , 34.35 ,0
Subsaharan Africa,Central African Republic,CAF,1993," 3,125,000 "," 1,849 ", 0.90 , 34.14 ,0
Subsaharan Africa,Central African Republic,CAF,1994," 3,201,000 "," 1,854 ", 0.90 , 34.97 ,0
Subsaharan Africa,Central African Republic,CAF,1995," 3,276,000 "," 1,854 ", 0.91 , 32.97 ,0
Subsaharan Africa,Central African Republic,CAF,1996," 3,350,000 "," 1,886 ", 0.91 , 30.20 ,0
Subsaharan Africa,Central African Republic,CAF,1997," 3,425,000 "," 1,904 ", 0.90 , 32.31 ,0
Subsaharan Africa,Central African Republic,CAF,1998," 3,498,000 "," 1,976 ", 0.90 , 28.96 ,0
Subsaharan Africa,Central African Republic,CAF,1999," 3,570,000 "," 1,915 ", 0.90 , 32.27 ,0
Subsaharan Africa,Central African Republic,CAF,2000," 3,638,000 "," 1,970 ", 0.90 , 28.91 ,0
Subsaharan Africa,Central African Republic,CAF,2001," 3,704,000 "," 1,976 ", 0.90 , 28.72 ,0
Subsaharan Africa,Central African Republic,CAF,2002," 3,767,000 "," 1,984 ", 0.90 , 28.30 ,0
Subsaharan Africa,Central African Republic,CAF,2003," 3,830,000 "," 1,956 ", 0.90 , 30.13 ,0
Subsaharan Africa,Central African Republic,CAF,2004," 3,894,000 "," 1,978 ", 0.90 , 29.08 ,0
Subsaharan Africa,Central African Republic,CAF,2005," 3,961,000 "," 2,016 ", 0.89 , 30.64 ,0
Subsaharan Africa,Central African Republic,CAF,2006," 4,032,000 "," 2,023 ", 0.90 , 28.48 ,0
Subsaharan Africa,Central African Republic,CAF,2007," 4,107,000 "," 2,080 ", 0.89 , 27.36 ,0
Subsaharan Africa,Central African Republic,CAF,2008," 4,185,000 "," 2,126 ", 0.90 , 25.98 ,0
Subsaharan Africa,Central African Republic,CAF,2009," 4,266,000 "," 2,132 ", 0.89 , 26.05 ,0
Subsaharan Africa,Central African Republic,CAF,2010," 4,350,000 "," 2,160 ", 0.89 , 26.39 ,0
Subsaharan Africa,Central African Republic,CAF,2011," 4,436,000 "," 2,149 ", 0.88 , 27.02 ,1
Subsaharan Africa,Central African Republic,CAF,2011," 4,436,000 "," 2,149 ", 0.88 , 27.02 ,0
High Income NES,Canada,CAN,1961," 18,295,000 "," 2,803 ", 0.98 , 3.89 ,0
High Income NES,Canada,CAN,1962," 18,658,000 "," 2,841 ", 0.98 , 3.98 ,0
High Income NES,Canada,CAN,1963," 19,004,000 "," 2,899 ", 0.98 , 3.95 ,0
High Income NES,Canada,CAN,1964," 19,345,000 "," 2,795 ", 0.98 , 4.67 ,0
High Income NES,Canada,CAN,1965," 19,689,000 "," 2,920 ", 0.98 , 3.72 ,0
High Income NES,Canada,CAN,1966," 20,036,000 "," 2,911 ", 0.98 , 4.21 ,0
High Income NES,Canada,CAN,1967," 20,384,000 "," 2,934 ", 0.98 , 4.79 ,0
High Income NES,Canada,CAN,1968," 20,734,000 "," 2,918 ", 0.98 , 4.80 ,0
High Income NES,Canada,CAN,1969," 21,084,000 "," 2,974 ", 0.98 , 4.94 ,0
High Income NES,Canada,CAN,1970," 21,434,000 "," 2,949 ", 0.98 , 4.79 ,0
High Income NES,Canada,CAN,1971," 21,786,000 "," 2,916 ", 0.98 , 5.06 ,0
High Income NES,Canada,CAN,1972," 22,137,000 "," 2,925 ", 0.98 , 5.31 ,0
High Income NES,Canada,CAN,1973," 22,484,000 "," 2,951 ", 0.98 , 5.11 ,0
High Income NES,Canada,CAN,1974," 22,819,000 "," 2,959 ", 0.98 , 4.77 ,0
High Income NES,Canada,CAN,1975," 23,136,000 "," 2,862 ", 0.98 , 5.61 ,0
High Income NES,Canada,CAN,1976," 23,435,000 "," 3,012 ", 0.98 , 4.74 ,0
High Income NES,Canada,CAN,1977," 23,719,000 "," 2,994 ", 0.98 , 4.83 ,0
High Income NES,Canada,CAN,1978," 23,990,000 "," 2,924 ", 0.98 , 5.22 ,0
High Income NES,Canada,CAN,1979," 24,253,000 "," 2,917 ", 0.98 , 5.25 ,0
High Income NES,Canada,CAN,1980," 24,511,000 "," 2,935 ", 0.97 , 5.90 ,0
High Income NES,Canada,CAN,1981," 24,764,000 "," 2,889 ", 0.98 , 5.41 ,0
High Income NES,Canada,CAN,1982," 25,013,000 "," 2,955 ", 0.98 , 3.96 ,0
High Income NES,Canada,CAN,1983," 25,268,000 "," 2,906 ", 0.98 , 6.08 ,0
High Income NES,Canada,CAN,1984," 25,542,000 "," 2,982 ", 0.97 , 5.51 ,0
High Income NES,Canada,CAN,1985," 25,843,000 "," 3,030 ", 0.97 , 5.51 ,0
High Income NES,Canada,CAN,1986," 26,177,000 "," 3,061 ", 0.97 , 5.12 ,0
High Income NES,Canada,CAN,1987," 26,537,000 "," 3,112 ", 0.97 , 3.72 ,0
High Income NES,Canada,CAN,1988," 26,914,000 "," 2,996 ", 0.97 , 4.97 ,0
High Income NES,Canada,CAN,1989," 27,292,000 "," 3,021 ", 0.97 , 4.62 ,0
High Income NES,Canada,CAN,1990," 27,658,000 "," 3,000 ", 0.98 , 4.29 ,0
High Income NES,Canada,CAN,1991," 28,009,000 "," 3,016 ", 0.98 , 3.99 ,0
High Income NES,Canada,CAN,1992," 28,349,000 "," 3,073 ", 0.98 , 3.74 ,0
High Income NES,Canada,CAN,1993," 28,676,000 "," 3,102 ", 0.97 , 3.93 ,0
High Income NES,Canada,CAN,1994," 28,991,000 "," 3,178 ", 0.97 , 3.17 ,0
High Income NES,Canada,CAN,1995," 29,295,000 "," 3,183 ", 0.97 , 3.65 ,0
High Income NES,Canada,CAN,1996," 29,586,000 "," 3,227 ", 0.97 , 3.45 ,0
High Income NES,Canada,CAN,1997," 29,867,000 "," 3,363 ", 0.96 , 3.37 ,0
High Income NES,Canada,CAN,1998," 30,141,000 "," 3,424 ", 0.96 , 3.21 ,0
High Income NES,Canada,CAN,1999," 30,416,000 "," 3,459 ", 0.96 , 2.86 ,0
High Income NES,Canada,CAN,2000," 30,697,000 "," 3,491 ", 0.95 , 2.74 ,0
High Income NES,Canada,CAN,2001," 30,987,000 "," 3,497 ", 0.95 , 2.89 ,0
